Title,Company,Project Type,Location,Contract Value,Date Published,Source URL,Description
Waaree Renewable Technologies JV Wins ₹740 Crore Solar EPC Contract for 125 MWAC Project,Waaree Renewable Technologies,Solar Power Plant,India,₹740 Crore,2025-03-11,https://www.google.com/search?q=latest EPC contract wins+contract+win+india&tbm=nws&tbs=qdr:m,Waaree Renewable Technologies Ltd secured a Letter of Award (LOA) for an EPC contract for a 125 MWAC solar project.
"BHEL Secures ₹11,800 Crore EPC Contract for Korba West Supercritical Thermal Power Plant",Bharat Heavy Electricals Limited (BHEL),Thermal Power Plant,"Korba, Chhattisgarh","₹11,800 Crore",2025-03-29,https://www.google.com/search?q=latest EPC contract wins+contract+win+india&tbm=nws&tbs=qdr:m,Bharat Heavy Electricals Limited (BHEL) has been awarded a significant contract for the Korba West Supercritical Thermal Power Plant.
"Logistics Company Continues Its Winning Streak with Prestigious Contracts Across Transportation, Warehousing & Multimodal Sectors",Logistics Company,"Transportation, Warehousing & Multimodal Sectors",India,,2025-04-02,https://www.google.com/search?q=latest Data center contract wins+contract+win+india&tbm=nws&tbs=qdr:m,"Logistics Company Continues Its Winning Streak with Prestigious Contracts Across Transportation, Warehousing & Multimodal Sectors."
"Contracts For March 31, 2025",The Boeing Co.,AIR FORCE,"Long Beach, California","$2,456,665,321",2025-03-31,https://www.google.com/search?q=latest Data center contract wins+contract+win+india&tbm=nws&tbs=qdr:m,"The Boeing Co., Long Beach, California, has been awarded a $2,456,665,321 modification (P00020) to a previously awarded contract."
Cyclosystem Wins Bengaluru Metro Train Wash Plant Contract,Cyclosystem India Pvt Ltd,Metro,Bengaluru,,2025-03-25,https://www.google.com/search?q=latest Metro contract wins+contract+win+india&tbm=nws&tbs=qdr:m,Cyclosystem India Pvt Ltd has secured the contract to supply automatic train wash plants for three depots under Bengaluru Metro.
NBCC Wins Rs 820 Million Contract for Lokpal Renovation Project,NBCC (India),Renovation,India,Rs 820.08 million,2025-04-02,https://www.google.com/search?q=latest Bridge construction contract win+contract+win+india&tbm=nws&tbs=qdr:m,NBCC (India) has secured a work order worth Rs 820.08 million from the Lokpal of India for renovation and interior upgrades.
GPT Infraprojects wins contract of Rs 481 cr from South Eastern Railway,GPT Infraprojects,Railway Construction,Kolkata,Rs 481.11 crore,2025-04-02,https://www.google.com/search?q=latest Bridge construction contract win+contract+win+india&tbm=nws&tbs=qdr:m,"GPT Infraprojects has received a contract worth Rs 481.11 crore from CAO Construction, South Eastern Railway, Kolkata. The contract entails construction of..."
"Hindustan Construction rises after JV arm bags contract worth Rs 2,191 crore",Hindustan Construction Company (HCC) and Tata Projects (TPL),Metro,"Indore, Madhya Pradesh","Rs 2,191 crore",2025-03-17,https://www.google.com/search?q=latest Tunnel project contract win+contract+win+india&tbm=nws&tbs=qdr:m,Joint venture won a contract for the construction of an 11.32km-long tunnel and stations using TBMs for Indore Metro project.
HCC and Tata Projects win $252.9m contract for Indore Metro project in India,HCC and Tata Projects,Metro,"Indore, India",$252.9m,2025-03-17,https://www.google.com/search?q=latest Tunnel project contract win+contract+win+india&tbm=nws&tbs=qdr:m,The JV will be responsible for constructing an 11.32km-long tunnel and stations using TBMs.
"Hindustan Construction Company-Tata Projects JV wins Rs 2,191 crore contract",Hindustan Construction Company Ltd and Tata Projects Ltd,Metro,Madhya Pradesh,"Rs 2,191 crore",2025-03-14,https://www.google.com/search?q=latest Tunnel project contract win+contract+win+india&tbm=nws&tbs=qdr:m,Secured a Rs 2191 crore contract from the Madhya Pradesh Metro Rail Corporation.
"HCC share price jumps over 13% as JV secures ₹2,470 crore order from Tata Power",Hindustan Construction Company (HCC) and Tata Projects,Pumped Storage Project,Not specified,"₹2,470 crore",2025-03-18,https://www.google.com/search?q=latest Tunnel project contract win+contract+win+india&tbm=nws&tbs=qdr:m,Joint venture with Tata Projects secured a ₹2470 crore order for a Pumped Storage Project.
"HCC shares rally 13% after JV with Tatas bags Rs 2,500 crore order, second in a week",Hindustan Construction Company (HCC),"Metro, Pumped Storage Project",Not specified,"Rs 2,191 crore, Rs 2,500 crore",2025-03-18,https://www.google.com/search?q=latest Tunnel project contract win+contract+win+india&tbm=nws&tbs=qdr:m,"HCC JV secured its second major order this week, following a Rs 2191 crore metro contract win. The latest project involves a Rs 2,500 crore order."
"Indore Metro Phase 1 Gets First Underground Section; HCC-Tata JV To Construct Tunnels, Stations In Rs 2,191 Crore Deal",Hindustan Construction Company Ltd (HCC) and Tata Projects Ltd,Metro,"Indore, Madhya Pradesh","Rs 2,191 crore",2025-03-14,https://www.google.com/search?q=latest Tunnel project contract win+contract+win+india&tbm=nws&tbs=qdr:m,"Secured a Rs 2,191 crore contract from the Madhya Pradesh Metro Rail for the construction of tunnels and stations."
"HCC-Tata Projects JV win Rs 2,191 cr contract for Indore Metro",HCC-Tata Projects JV,Metro,Indore,"Rs 2,191 cr",2025-03-14,https://www.google.com/search?q=latest Tunnel project contract win+contract+win+india&tbm=nws&tbs=qdr:m,"HCC is engaged in Mumbai Metro Line III, with 4 km of twin tunnels and four stations, along with two Chennai Metro packages."
"HCC-Tata Projects JV Secures Landmark Rs 2,191 Crore Contract for Indore Metro's Underground Corridor",HCC and TPL,Metro,Indore,"Rs 2,191 crore (approximately $252 million)",2025-03-14,https://www.google.com/search?q=latest Tunnel project contract win+contract+win+india&tbm=nws&tbs=qdr:m,Awarded a significant contract worth Rs 2191 crore by MPMRCL for the construction of Indore Metro's Underground Corridor.
Eleganz Interiors Secures Rs 1.87 Billion Contract for Major Airport Project,Eleganz Interiors,Airport,India,Rs 1.87 Billion,2025-03-31,https://www.google.com/search?q=latest Airport expansion contract win+contract+win+india&tbm=nws&tbs=qdr:m,Eleganz Interiors has won a contract for interior execution at one of India's largest airports.
Kolkata Metro: Purple Line Extension to IIM Calcutta Approved; RVNL Set To Award Contracts For Construction Work,RVNL,Metro,Kolkata,,2025-03-17,https://www.google.com/search?q=latest Airport expansion contract win+contract+win+india&tbm=nws&tbs=qdr:m,The Purple Line of the Kolkata Metro is set for expansion beyond Joka to reach the IIM. RVNL is set to award contracts for construction work.
"HCC-Tata Projects JV Wins Rs 2,191 Crore Indore Metro Contract, Shares Up 2.5%",Hindustan Construction Company Ltd (HCC) and Tata Projects,Metro,Indore,"Rs 2,191 Crore",2025-03-17,https://www.google.com/search?q=latest Airport expansion contract win+contract+win+india&tbm=nws&tbs=qdr:m,"HCC and its JV partner Tata Projects won a Rs 2,191 Crore contract for Indore Metro."
"Rs 2,191 Crore Win! Construction JV Secures Mega Metro Contract for Underground Corridor",Hindustan Construction Company Limited (HCC) and Tata Projects Limited (TPL),Metro,Indore,Rs 2191 crore,2025-03-17,https://www.google.com/search?q=latest Airport expansion contract win+contract+win+india&tbm=nws&tbs=qdr:m,"Hindustan Construction Company Limited (HCC), in a joint venture with Tata Projects Limited (TPL), has won a Rs 2191 crore contract for the construction of an underground corridor for Indore Metro."
Ashoka Buildcon wins ₹312 crore MSETCL contract for substation project,Ashoka Buildcon Ltd,substation,Maharashtra,₹312 crore,2025-03-07,https://www.google.com/search?q=latest Transmission tower contract win+contract+win+india&tbm=nws&tbs=qdr:m,Ashoka Buildcon wins a contract from MSETCL for a substation project.
Hitachi Energy and BHEL Win HVDC Contract for Rajasthan Renewable Power,Hitachi Energy and BHEL,HVDC transmission,Rajasthan,,2025-04-04,https://www.google.com/search?q=latest Transmission tower contract win+contract+win+india&tbm=nws&tbs=qdr:m,Hitachi Energy and BHEL win a contract for HVDC link for evacuation of renewable energy from Bhadla area of Rajasthan.
Adani Energy Solutions formalizes Rajasthan HVDC contract on Hitachi Energy India-BHEL consortium,Hitachi Energy India and BHEL,HVDC transmission,Rajasthan,,2025-04-04,https://www.google.com/search?q=latest Transmission tower contract win+contract+win+india&tbm=nws&tbs=qdr:m,"Rajasthan Part I Power Transmission Ltd , a subsidiary of AESL, has awarded a major contract to a consortium comprising Hitachi Energy India Ltd and BHEL for HVDC project."
BHEL consortium wins Bhadla-Fatehpur UHVDC transmission project,Bharat Heavy Electricals (BHEL) and Hitachi Energy India,UHVDC transmission,Rajasthan,,2025-04-03,https://www.google.com/search?q=latest Transmission tower contract win+contract+win+india&tbm=nws&tbs=qdr:m,"Bharat Heavy Electricals (BHEL), in consortium partnership with Hitachi Energy India, has signed a contract with Rajasthan Part for a UHVDC transmission project."
"BEL Wins ₹2,463 Crore Radar Contract from Indian Air Force",Bharat Electronics Limited (BEL),Defense,India,"₹2,463 Crore",2025-03-12,https://newsonprojects.com/news/bel-wins-2463-crore-radar-contract-from-indian-air-force,"BEL has secured a contract worth ₹2,463 Crore from the Indian Air Force for radar systems."
Hanwha Aerospace signs 371.4 billion won contract to export K9 howitzers to India,Hanwha Aerospace,Defense,India,371.4 billion won,2025-04-03,https://biz.chosun.com/en/en-industry/2025/04/03/HHAZW3VAEFEWHKZTSTROKMJ6CE/,Hanwha Aerospace has signed a contract to export K9 howitzers to India.
"DMRC wins ₹5,870 Crore O&M Contract for Chennai Metro Phase 2 Corridors",Delhi Metro Rail Corporation (DMRC),Metro,Chennai,"₹5,870 Crore",2025-03-17,https://www.google.com/search?q=latest Industrial corridor contract win+contract+win+india&tbm=nws&tbs=qdr:m,Delhi Metro won the Operations and Maintenance contract for Chennai Metro Phase 2 Corridors.
KEC International Secures Rs 12.36 Bn Orders,KEC International Ltd.,Infrastructure EPC,India,Rs 12.36 Bn,2025-04-02,https://www.constructionworld.in/resources-company-news/kec-international-secures-rs-12.36-bn-orders/71244,"KEC International Ltd., has secured new orders worth Rs 12.36 Bn."
Hindustan Power bags 425 MW solar project contract from UPPCL,Hindustan Power,Solar Project,Uttar Pradesh,,2025-04-02,https://www.google.com/search?q=latest wind energy contract wins+contract+win+india&tbm=nws&tbs=qdr:m,Hindustan Power has secured a 425 MW solar project from Uttar Pradesh Power Corporation Limited (UPPCL).
SWERL's Hybrid EPC Contracts for Indian Renewable Energy,Sterling and Wilson Renewable Energy,Hybrid and Solar EPC,India,US$170000,2025-04-02,https://www.google.com/search?q=latest wind energy contract wins+contract+win+india&tbm=nws&tbs=qdr:m,"Sterling and Wilson Renewable Energy has secured three new hybrid and solar EPC contracts, bringing the company into wind power."
"BHEL, Hitachi Energy consortium bags contract for 6-GW renewable energy transmission project",Hitachi Energy India and BHEL,Renewable Energy Transmission,Rajasthan,,2025-04-03,https://m.economictimes.com/industry/renewables/bhel-hitachi-energy-consortium-bags-contract-for-6-gw-renewable-energy-transmission-project/articleshow/119944265.cms,"Hitachi Energy India and BHEL have won a contract to create a 6000 MW, 950-km high-voltage direct current link to transmit renewable energy from Rajasthan."
